loss,val_loss,lr,epoch
0.05366235971450806,0.05345839634537697,0.001,0
0.04909209534525871,0.04917052015662193,0.001,1
0.045422013849020004,0.04544686898589134,0.001,2
0.042024169117212296,0.04228479787707329,0.001,3
0.03920399397611618,0.039350323379039764,0.001,4
0.03668757900595665,0.0366249680519104,0.001,5
0.034318286925554276,0.03409486636519432,0.001,6
0.03221728280186653,0.03172620013356209,0.001,7
0.030218353495001793,0.029674628749489784,0.001,8
0.028524044901132584,0.027804074808955193,0.001,9
0.026895854622125626,0.026060672476887703,0.001,10
0.02536977082490921,0.02439582161605358,0.001,11
0.02387978881597519,0.022928036749362946,0.001,12
0.022540563717484474,0.021585378795862198,0.001,13
0.021219026297330856,0.02037336677312851,0.001,14
0.02003691904246807,0.019192224368453026,0.001,15
0.018854491412639618,0.01809035800397396,0.001,16
0.01779448799788952,0.017030099406838417,0.001,17
0.016763458028435707,0.016049334779381752,0.001,18
0.015762582421302795,0.015130764804780483,0.001,19
0.014860650524497032,0.014230932109057903,0.001,20
0.01399179082363844,0.013373958878219128,0.001,21
0.013165225274860859,0.012570626102387905,0.001,22
0.012391763739287853,0.011824986897408962,0.001,23
0.011654330417513847,0.011146876960992813,0.001,24
0.010985440574586391,0.01046882476657629,0.001,25
0.010337233543395996,0.009869254194200039,0.001,26
0.009747792966663837,0.009317561984062195,0.001,27
0.009205874055624008,0.008792535401880741,0.001,28
0.008702356368303299,0.008318944834172726,0.001,29
0.008240894414484501,0.007880885154008865,0.001,30
0.007800982799381018,0.0074900113977491856,0.001,31
0.007412006612867117,0.007121221162378788,0.001,32
0.007046338636428118,0.006778020411729813,0.001,33
0.00671283109113574,0.006471713073551655,0.001,34
0.006408031564205885,0.006196307484060526,0.001,35
0.006130785681307316,0.005930471234023571,0.001,36
0.0058705490082502365,0.005690908059477806,0.001,37
0.005642184987664223,0.005469923373311758,0.001,38
0.00542062520980835,0.005273095332086086,0.001,39
0.005218856502324343,0.005095344036817551,0.001,40
0.0050488365814089775,0.004929095506668091,0.001,41
0.0048851873725652695,0.004774731118232012,0.001,42
0.0047322711907327175,0.0046493844129145145,0.001,43
0.004596970975399017,0.004515304230153561,0.001,44
0.004477022681385279,0.004394089337438345,0.001,45
0.004356654826551676,0.004291013348847628,0.001,46
0.004261540714651346,0.004206891171634197,0.001,47
0.004153362475335598,0.004103825427591801,0.001,48
0.004074010998010635,0.004016132093966007,0.001,49
0.0039865425787866116,0.003944501746445894,0.001,50
0.0039045519661158323,0.0038615975063294172,0.001,51
0.003832167014479637,0.0037949851248413324,0.001,52
0.0037676224019378424,0.0037389141507446766,0.001,53
0.0037050237879157066,0.003668367164209485,0.001,54
0.003644663607701659,0.0036106202751398087,0.001,55
0.003587743267416954,0.003554285503923893,0.001,56
0.003544060280546546,0.0034953225404024124,0.001,57
0.0034907355438917875,0.003452842589467764,0.001,58
0.0034415002446621656,0.003406426403671503,0.001,59
0.0033999073784798384,0.003356569679453969,0.001,60
0.0033589794766157866,0.0033149588853120804,0.001,61
0.003322948468849063,0.003287953557446599,0.001,62
0.003274438437074423,0.0032300404272973537,0.001,63
0.0032401839271187782,0.003191082738339901,0.001,64
0.0032091555185616016,0.0031663558911532164,0.001,65
0.0031650089658796787,0.0031171662267297506,0.001,66
0.0031317672692239285,0.003080538008362055,0.001,67
0.003098279470577836,0.003057262161746621,0.001,68
0.003067835932597518,0.003012994769960642,0.001,69
0.0030344424303621054,0.0029834406450390816,0.001,70
0.0030099761206656694,0.0029508282896131277,0.001,71
0.0029777761083096266,0.002918240614235401,0.001,72
0.0029505668208003044,0.0028868962544947863,0.001,73
0.0029228252824395895,0.0028572543524205685,0.001,74
0.002897669328376651,0.0028335126116871834,0.001,75
0.0028693252243101597,0.002800357760861516,0.001,76
0.0028447250369936228,0.0027678790502250195,0.001,77
0.0028191518504172564,0.00273628206923604,0.001,78
0.002793334424495697,0.00271092657931149,0.001,79
0.0027724970132112503,0.0026715595740824938,0.001,80
0.0027325686533004045,0.0026496308855712414,0.001,81
0.0027067563496530056,0.002605212852358818,0.001,82
0.0026796997990459204,0.002566350158303976,0.001,83
0.0026605059392750263,0.0025362165179103613,0.001,84
0.002625142689794302,0.002500448375940323,0.001,85
0.0025966959074139595,0.0024712688755244017,0.001,86
0.0025683827698230743,0.002445423975586891,0.001,87
0.0025408545043319464,0.0024086651392281055,0.001,88
0.0025166564155369997,0.002380002522841096,0.001,89
0.002492567989975214,0.0023528749588876963,0.001,90
0.0024637491442263126,0.0023290286771953106,0.001,91
0.002438433701172471,0.0023002829402685165,0.001,92
0.0024175795260816813,0.0022655746433883905,0.001,93
0.0023969889152795076,0.002252708189189434,0.001,94
0.0023628207854926586,0.0022173235192894936,0.001,95
0.0023443379905074835,0.0021929433569312096,0.001,96
0.002314993878826499,0.002164693782106042,0.001,97
0.002293776720762253,0.002136847237125039,0.001,98
0.002264927141368389,0.002125925151631236,0.001,99
0.002243181923404336,0.0020911642350256443,0.001,100
0.002216069959104061,0.0020650136284530163,0.001,101
0.002190035069361329,0.0020431005395948887,0.001,102
0.002167587634176016,0.0020161322318017483,0.001,103
0.002137069357559085,0.0019870384130626917,0.001,104
0.0021134638227522373,0.0019724962767213583,0.001,105
0.002088783076032996,0.0019486852688714862,0.001,106
0.0020623509772121906,0.0019203047268092632,0.001,107
0.0020414942409843206,0.0019040409242734313,0.001,108
0.002019248902797699,0.0018847738392651081,0.001,109
0.001996074803173542,0.0018669484416022897,0.001,110
0.0019782716408371925,0.0018547499785199761,0.001,111
0.0019547371193766594,0.0018295049667358398,0.001,112
0.0019356322009116411,0.0018168839160352945,0.001,113
0.0019157321657985449,0.0018036572728306055,0.001,114
0.001898107468150556,0.0017962943529710174,0.001,115
0.001880396157503128,0.0017688266234472394,0.001,116
0.00185590167529881,0.0017608094494789839,0.001,117
0.0018495478434488177,0.0017419406212866306,0.001,118
0.0018260432407259941,0.0017254417762160301,0.001,119
0.0018097576685249805,0.0017226680647581816,0.001,120
0.001792949391528964,0.0016974426107481122,0.001,121
0.0017833895981311798,0.001706793438643217,0.001,122
0.0017585210734978318,0.0016721416031941772,0.001,123
0.001744648558087647,0.0016680159606039524,0.001,124
0.0017327666282653809,0.00164542137645185,0.001,125
0.0017170774517580867,0.00164549530018121,0.001,126
0.0017013286706060171,0.0016389822121709585,0.001,127
0.0016882772324606776,0.0016286688623949885,0.001,128
0.0016746227629482746,0.0016117902705445886,0.001,129
0.0016616203356534243,0.0016010018298402429,0.001,130
0.0016474687727168202,0.0015874122036620975,0.001,131
0.0016334274550899863,0.0015865880995988846,0.001,132
0.0016321864677593112,0.0015655747847631574,0.001,133
0.0016090684803202748,0.0015554233686998487,0.001,134
0.0015935797709971666,0.001559307798743248,0.001,135
0.0015849955379962921,0.0015408741310238838,0.001,136
0.0015734495827928185,0.0015326450811699033,0.001,137
0.001564200036227703,0.001519221463240683,0.001,138
0.0015512207755818963,0.001524582039564848,0.001,139
0.0015344701241701841,0.0014952159253880382,0.001,140
0.0015235133469104767,0.0014956578379496932,0.001,141
0.0015139896422624588,0.0014933064812794328,0.0005,142
0.0015088684158399701,0.0014788364060223103,0.0005,143
0.0015003435546532273,0.0014814184978604317,0.0005,144
0.0014960612170398235,0.001473275595344603,0.0005,145
0.0014894412597641349,0.0014758012257516384,0.0005,146
0.0014847696293145418,0.0014631421072408557,0.0005,147
0.0014789310516789556,0.0014571266947314143,0.0005,148
0.0014719731407240033,0.0014592562802135944,0.0005,149
0.0014714484568685293,0.0014531529741361737,0.0005,150
0.001463990076445043,0.0014572484651580453,0.0005,151
0.001457112724892795,0.0014424918917939067,0.0005,152
0.0014595385873690248,0.0014462011167779565,0.0005,153
0.001446199370548129,0.0014345337403938174,0.00025,154
0.0014438761863857508,0.0014367186231538653,0.00025,155
0.0014404200483113527,0.0014358869520947337,0.00025,156
0.0014379178173840046,0.001434209174476564,0.00025,157
0.0014367621624842286,0.0014281411422416568,0.00025,158
0.0014334556180983782,0.001434513134881854,0.00025,159
0.0014299461618065834,0.0014292915584519506,0.00025,160
0.0014278314774855971,0.0014233908150345087,0.00025,161
0.0014256846625357866,0.0014210684457793832,0.00025,162
0.0014227289939299226,0.0014260201714932919,0.00025,163
0.001420502900145948,0.0014231092063710093,0.000125,164
0.0014189461944624782,0.00142184819560498,0.000125,165
0.0014176100958138704,0.001420096610672772,0.000125,166
0.0014162870356813073,0.0014175617834553123,0.000125,167
0.0014149484923109412,0.0014177445555105805,0.000125,168
0.0014139043632894754,0.001418225234374404,0.000125,169
0.001412317156791687,0.001415527076460421,0.000125,170
0.0014112006174400449,0.0014150459319353104,0.000125,171
0.0014096806989982724,0.0014128269394859672,0.000125,172
0.0014085465809330344,0.0014118680264800787,0.000125,173
0.0014074442442506552,0.0014109838521108031,6.25e-05,174
0.0014068614691495895,0.0014100944390520453,6.25e-05,175
0.0014061860274523497,0.0014100316911935806,6.25e-05,176
0.001405458664521575,0.0014100410044193268,6.25e-05,177
0.0014046970754861832,0.0014100902481004596,6.25e-05,178
0.0014040474779903889,0.001409898977726698,6.25e-05,179
0.0014038068475201726,0.0014088675379753113,6.25e-05,180
0.0014027358265593648,0.0014097439125180244,6.25e-05,181
0.0014022011309862137,0.0014090092154219747,6.25e-05,182
0.0014013799373060465,0.0014080414548516273,6.25e-05,183
0.001400727080181241,0.0014078469248488545,3.125e-05,184
0.001400429173372686,0.001407801522873342,3.125e-05,185
0.001400051754899323,0.0014075350482016802,3.125e-05,186
0.0013998865615576506,0.001406441442668438,3.125e-05,187
0.001399402623064816,0.0014060823014006019,3.125e-05,188
0.001399056171067059,0.0014061636757105589,3.125e-05,189
0.0013987646671012044,0.0014060615794733167,3.125e-05,190
0.0013983662938699126,0.0014059902168810368,3.125e-05,191
0.0013980859657749534,0.0014060820685699582,3.125e-05,192
0.0013977530179545283,0.0014051332836970687,3.125e-05,193
0.0013973894529044628,0.0014051874168217182,1.5625e-05,194
0.0013971761800348759,0.001404901035130024,1.5625e-05,195
0.0013970722211524844,0.0014049606397747993,1.5625e-05,196
0.0013969297287985682,0.0014044431736692786,1.5625e-05,197
0.001396732171997428,0.0014045436400920153,1.5625e-05,198
0.0013964707031846046,0.0014042609836906195,1.5625e-05,199
0.0013963360106572509,0.0014042302500456572,1.5625e-05,200
0.0013961700024083257,0.0014039363013580441,1.5625e-05,201
0.0013960517244413495,0.0014034862397238612,1.5625e-05,202
0.0013957777991890907,0.0014035141794010997,1.5625e-05,203
0.0013956131879240274,0.0014034175546839833,7.8125e-06,204
0.001395497121848166,0.0014035115018486977,7.8125e-06,205
0.0013954212190583348,0.001403437228873372,7.8125e-06,206
0.0013953407760709524,0.0014035609783604741,7.8125e-06,207
0.0013952316949144006,0.001403468195348978,7.8125e-06,208
0.0013951519504189491,0.0014034573687240481,7.8125e-06,209
0.001395059167407453,0.0014032673789188266,7.8125e-06,210
0.0013949606800451875,0.0014032190665602684,7.8125e-06,211
0.0013948999112471938,0.0014032473554834723,7.8125e-06,212
0.0013947873376309872,0.001403170870617032,7.8125e-06,213
0.00139467918779701,0.0014030839083716273,3.90625e-06,214
0.001394637511111796,0.0014030208112671971,3.90625e-06,215
0.0013945885002613068,0.0014030245365574956,3.90625e-06,216
0.0013945483369752765,0.0014029484009370208,3.90625e-06,217
0.00139449757989496,0.0014028995065018535,3.90625e-06,218
0.0013944559032097459,0.0014028815785422921,3.90625e-06,219
0.0013944088714197278,0.0014028981095179915,3.90625e-06,220
0.0013943685917183757,0.0014029060257598758,3.90625e-06,221
0.001394301769323647,0.0014028424629941583,3.90625e-06,222
0.0013942562509328127,0.0014027414144948125,3.90625e-06,223
0.0013942094519734383,0.0014027263969182968,1.953125e-06,224
0.0013941846555098891,0.001402692636474967,1.953125e-06,225
0.00139416113961488,0.0014026850694790483,1.953125e-06,226
0.0013941406505182385,0.0014026742428541183,1.953125e-06,227
0.0013941192300990224,0.001402655034326017,1.953125e-06,228
0.0013940904755145311,0.001402624766342342,1.953125e-06,229
0.0013940635835751891,0.0014026027638465166,1.953125e-06,230
0.0013940389035269618,0.0014025825075805187,1.953125e-06,231
0.0013940146891400218,0.0014025492127984762,1.953125e-06,232
0.0013939880300313234,0.0014025252312421799,1.953125e-06,233
