Time,0,0.005,0.01,0.015,0.02,0.025,0.03,0.035,0.04,0.045,0.05,0.055,0.06,0.065,0.07,0.075,0.08,0.085,0.09,0.095,0.1,0.105,0.11,0.115,0.12,0.125,0.13,0.135,0.14,0.145,0.15,0.155,0.16,0.165,0.17,0.175,0.18,0.185,0.19,0.195,0.2,0.205,0.21,0.215,0.22,0.225,0.23,0.235,0.24,0.245,0.25,0.255,0.26,0.265,0.27,0.275,0.28,0.285,0.29,0.295,0.3,0.305,0.31,0.315,0.32,0.325,0.33,0.335,0.34,0.345,0.35,0.355,0.36,0.365,0.37,0.375,0.38,0.385,0.39,0.395,0.4,0.405,0.41,0.415,0.42,0.425,0.43,0.435,0.44,0.445,0.45,0.455,0.46,0.465,0.47,0.475,0.48,0.485,0.49,0.495,0.5
0,0.8493603,0.8369172,0.7912478,0.7307309,0.67607963,0.6456429,0.62679887,0.61612517,0.6077575,0.60286766,0.59832317,0.59554476,0.59268653,0.59092444,0.58885276,0.5875414,0.585931,0.5848745,0.58355224,0.58271414,0.581633,0.580932,0.58000505,0.57940704,0.5786125,0.57810646,0.57742304,0.57699364,0.57640404,0.5760422,0.5755349,0.5752326,0.57479894,0.57455313,0.57418776,0.5739965,0.5736968,0.5735577,0.57331944,0.5732319,0.57305485,0.5730207,0.5729043,0.5729223,0.57286674,0.5729401,0.5729467,0.57307714,0.5731485,0.57333905,0.5734771,0.57373166,0.5739414,0.57426435,0.5745485,0.5749449,0.5753113,0.57578844,0.57624143,0.5768052,0.5773543,0.57801527,0.57866865,0.579435,0.58020455,0.581091,0.5819897,0.58300805,0.5840508,0.58522123,0.58642983,0.58777183,0.5891662,0.59070635,0.5923206,0.5940939,0.59596217,0.5980059,0.60017705,0.60255194,0.6050957,0.6078755,0.6108747,0.6141608,0.61774784,0.62170756,0.6260862,0.6309621,0.6364153,0.64253354,0.6494375,0.657316,0.6666303,0.678391,0.69446194,0.7176377,0.75140613,0.800372,0.8713073,0.978834,1.1705543
0,0.8493603,0.8369172,0.7912478,0.7307309,0.67607963,0.6456429,0.62679887,0.61612517,0.6077575,0.60286766,0.59832317,0.59554476,0.59268653,0.59092444,0.58885276,0.5875414,0.585931,0.5848745,0.58355224,0.58271414,0.581633,0.580932,0.58000505,0.57940704,0.5786125,0.57810646,0.57742304,0.57699364,0.57640404,0.5760422,0.5755349,0.5752326,0.57479894,0.57455313,0.57418776,0.5739965,0.5736968,0.5735577,0.57331944,0.5732319,0.57305485,0.5730207,0.5729043,0.5729223,0.57286674,0.5729401,0.5729467,0.57307714,0.5731485,0.57333905,0.5734771,0.57373166,0.5739414,0.57426435,0.5745485,0.5749449,0.5753113,0.57578844,0.57624143,0.5768052,0.5773543,0.57801527,0.57866865,0.579435,0.58020455,0.581091,0.5819897,0.58300805,0.5840508,0.58522123,0.58642983,0.58777183,0.5891662,0.59070635,0.5923206,0.5940939,0.59596217,0.5980059,0.60017705,0.60255194,0.6050957,0.6078755,0.6108747,0.6141608,0.61774784,0.62170756,0.6260862,0.6309621,0.6364153,0.64253354,0.6494375,0.657316,0.6666303,0.678391,0.69446194,0.7176377,0.75140613,0.800372,0.8713073,0.978834,1.1705543
1,1.0090598,0.9745268,0.9129758,0.8396629,0.7722867,0.72808844,0.6949597,0.6702199,0.6486996,0.6322043,0.61810297,0.60805756,0.600152,0.5951739,0.5912297,0.5888811,0.58673537,0.58539283,0.5839284,0.58300245,0.5818762,0.5811379,0.5801919,0.5795722,0.5787672,0.57824576,0.5775555,0.577114,0.5765195,0.57614756,0.57563645,0.57532555,0.57488865,0.5746352,0.5742671,0.5740688,0.5737666,0.573621,0.57338035,0.5732867,0.57310736,0.5730673,0.5729486,0.572961,0.5729029,0.57297075,0.5729748,0.57309973,0.5731683,0.5733534,0.5734884,0.57373744,0.5739439,0.5742611,0.57454175,0.5749322,0.57529473,0.5757656,0.57621425,0.57677144,0.57731575,0.5779697,0.57861763,0.57937646,0.5801399,0.5810181,0.58190984,0.58291924,0.5839541,0.5851146,0.58631414,0.587645,0.5890291,0.59055656,0.5921587,0.59391755,0.59577155,0.59779865,0.5999529,0.6023081,0.6048313,0.6075876,0.61056167,0.61381894,0.6173743,0.6212975,0.6256347,0.63046193,0.6358581,0.6419077,0.64872885,0.6565083,0.6657074,0.6773359,0.693248,0.7162121,0.7496283,0.7981294,0.868012,0.9754091,1.1615571
2,1.1631124,1.1227455,1.054386,0.97761256,0.9094269,0.8647764,0.8306258,0.80377096,0.7787686,0.7571056,0.73590934,0.7167907,0.698024,0.6809541,0.6643132,0.6493865,0.635311,0.6231721,0.6123165,0.60359794,0.59628886,0.5908844,0.5865821,0.5836564,0.5813381,0.57985497,0.57857937,0.5777834,0.5769842,0.57648754,0.5759057,0.5755467,0.5750818,0.57480437,0.57442147,0.57420707,0.5738945,0.57373583,0.5734867,0.57338154,0.5731945,0.5731438,0.57301784,0.5730201,0.57295513,0.5730131,0.57301027,0.57312554,0.5731871,0.5733626,0.57349044,0.57372963,0.57392865,0.5742358,0.5745085,0.5748886,0.5752426,0.57570255,0.5761421,0.57668775,0.57722205,0.5778637,0.5785007,0.5792463,0.5799976,0.58086145,0.5817398,0.5827334,0.5837532,0.5848962,0.5860787,0.5873901,0.58875483,0.5902603,0.5918402,0.5935739,0.5954022,0.5974003,0.5995243,0.6018455,0.60433257,0.60704833,0.6099786,0.6131866,0.6166876,0.6205488,0.62481576,0.6295617,0.6348632,0.6408001,0.6474854,0.655098,0.66408855,0.67544913,0.6910031,0.71346176,0.74611574,0.79347914,0.86144066,0.9664955,1.146547
3,1.3117179,1.2678963,1.1949464,1.1129181,1.0411674,0.9946687,0.95970017,0.9320835,0.90593356,0.8825565,0.8591522,0.8373634,0.8155266,0.79498535,0.77444226,0.75510365,0.73598987,0.7180856,0.7006347,0.6845052,0.66903466,0.6549564,0.6417322,0.6300117,0.619329,0.6102174,0.60222185,0.59573406,0.59027195,0.58609104,0.5826902,0.58024186,0.5782753,0.57694536,0.575847,0.5751531,0.57452977,0.5741683,0.5737925,0.5736038,0.5733655,0.573278,0.573129,0.57311153,0.57303345,0.5730776,0.5730649,0.57316834,0.57322115,0.5733855,0.5735048,0.5737331,0.57392335,0.5742195,0.5744833,0.5748521,0.57519656,0.57564485,0.5760743,0.5766077,0.57713115,0.57775974,0.578385,0.5791166,0.579855,0.5807037,0.58156776,0.5825448,0.5835488,0.5846735,0.5858382,0.5871293,0.58847386,0.5899566,0.59151334,0.59322107,0.5950227,0.59699106,0.5990839,0.60137033,0.6038204,0.60649484,0.6093806,0.6125387,0.61598456,0.61978334,0.6239799,0.62864494,0.63385296,0.63968,0.64623404,0.65368605,0.6624737,0.67356694,0.6887572,0.7107019,0.74260134,0.7888659,0.8549623,0.95767874,1.1318221
4,1.4550686,1.4074515,1.332321,1.2466053,1.1700113,1.1193092,1.0819546,1.0532473,1.02649,1.0023389,0.9777964,0.9544299,0.9306218,0.90772724,0.8844801,0.8620851,0.8395739,0.81794065,0.7964417,0.77597225,0.7558872,0.7369535,0.7186388,0.70162034,0.68542993,0.67063904,0.65681195,0.64442134,0.633054,0.62309414,0.61414343,0.6065076,0.59980154,0.59426326,0.5895166,0.58574575,0.5825883,0.5801918,0.5782193,0.5768047,0.57564706,0.57488143,0.5742446,0.5738791,0.5735598,0.57343554,0.5733097,0.573334,0.57333446,0.57346034,0.5735539,0.57376087,0.5739361,0.57421756,0.5744701,0.5748265,0.5751608,0.5755971,0.5760164,0.5765376,0.5770503,0.5776661,0.57827985,0.57899785,0.5797237,0.5805577,0.58140796,0.5823691,0.58335775,0.5844649,0.58561236,0.58688396,0.58820915,0.58967,0.5912046,0.5928875,0.5946636,0.5966035,0.5986666,0.6009198,0.6033345,0.6059696,0.60881287,0.61192346,0.615317,0.61905646,0.62318623,0.6277747,0.6328946,0.6386188,0.64505094,0.65235406,0.6609521,0.67178994,0.68662524,0.7080639,0.73922825,0.7844496,0.8487724,0.9492093,1.117645
5,1.5933504,1.5414009,1.4642348,1.3769771,1.2969365,1.2411473,1.1993955,1.1679738,1.139967,1.1152164,1.0901564,1.0660155,1.0411025,1.0167528,0.99173325,0.96724826,0.9423392,0.91799474,0.89346856,0.8696576,0.84591955,0.8230412,0.8005046,0.7790287,0.7581764,0.73858213,0.71985507,0.70254076,0.6862714,0.6714981,0.65785575,0.64570063,0.6346656,0.6250244,0.6164104,0.60903484,0.60254246,0.59710103,0.5923771,0.58851427,0.58520645,0.5825834,0.5803666,0.57867885,0.57727176,0.576266,0.575439,0.5749123,0.5744889,0.57429075,0.5741429,0.5741691,0.5742133,0.57439756,0.574581,0.5748853,0.57518256,0.5755892,0.57598674,0.57648855,0.5769861,0.57758653,0.57818735,0.5788912,0.5796044,0.58042395,0.58126086,0.58220667,0.5831807,0.58427113,0.5854023,0.58665544,0.58796227,0.5894024,0.59091604,0.59257543,0.59432745,0.59624046,0.5982755,0.60049725,0.60287863,0.60547656,0.60827976,0.6113455,0.61468965,0.6183732,0.6224401,0.6269565,0.6319937,0.637622,0.643941,0.65110654,0.6595287,0.6701252,0.6846179,0.7055628,0.73601,0.7802392,0.84288305,0.94110966,1.1040355
6,1.7267427,1.670783,1.5907084,1.5021385,1.4205478,1.3609959,1.3142796,1.2784332,1.2476004,1.221435,1.1957823,1.1712518,1.1458315,1.1207061,1.0946314,1.0688082,1.0422927,1.01607,0.9893887,0.9631378,0.93666637,0.9107625,0.8849043,0.8598272,0.8351027,0.81140214,0.78835964,0.766578,0.7457297,0.72633684,0.70808303,0.6913981,0.67596036,0.66210574,0.6494986,0.638391,0.62843853,0.6198257,0.61221236,0.60573983,0.6000848,0.59536463,0.5912804,0.5879394,0.5850746,0.5827911,0.58085114,0.57936126,0.5781119,0.5772104,0.5764708,0.57600254,0.5756398,0.57549065,0.5754062,0.57549495,0.5756231,0.5758956,0.57619005,0.57661045,0.57704616,0.57759696,0.57816005,0.5788322,0.57952046,0.5803173,0.58113533,0.5820624,0.58301985,0.5840925,0.585207,0.58644176,0.5877307,0.58915085,0.59064436,0.59228134,0.5940104,0.59589785,0.5979062,0.6000982,0.60244787,0.60501057,0.6077758,0.610799,0.6140963,0.6177269,0.6217341,0.6261824,0.6311414,0.6366794,0.6428926,0.64993,0.6581882,0.6685568,0.68271977,0.7031843,0.73292816,0.7762068,0.8372571,0.93334126,1.0909485
7,1.8554182,1.7961147,1.7130477,1.622208,1.5392855,1.4776481,1.4272358,1.386625,1.3515292,1.3224645,1.2953205,1.2701591,1.2444426,1.2189845,1.1923928,1.1658125,1.1383042,1.1108541,1.0827111,1.0547564,1.026327,0.9982041,0.9698516,0.9420058,0.91423,0.8872114,0.8605889,0.8350002,0.8101391,0.78658193,0.7640489,0.7430376,0.72327155,0.70515716,0.6884018,0.6733182,0.6595929,0.64745224,0.6365697,0.6271066,0.6187365,0.6115779,0.605317,0.6000489,0.59548575,0.591714,0.58847433,0.58585316,0.5836216,0.58186865,0.5803931,0.5792885,0.5783782,0.57775736,0.57726943,0.5770124,0.5768474,0.5768704,0.5769558,0.57719964,0.5774894,0.5779179,0.57838106,0.57896966,0.5795903,0.5803302,0.581102,0.5819892,0.5829137,0.5839565,0.5850453,0.5862554,0.58752203,0.5889192,0.5903909,0.5920045,0.5937103,0.5955724,0.59755456,0.5997176,0.6020368,0.60456556,0.60729426,0.61027676,0.61352915,0.61710906,0.6210592,0.6254423,0.63032687,0.6357789,0.64189214,0.648809,0.6569134,0.66706616,0.68091136,0.70090896,0.7299599,0.7723195,0.8318496,0.92585456,1.0783272
